id,start_1,end_1,location_1,start_2,end_2,location_2,start_3,end_3,location_3,start_4,end_4,location_4,start_5,end_5,location_5,start_6,end_6,location_6,start_7,end_7,location_7,start_8,end_8,location_8,start_9,end_9,location_9,start_10,end_10,location_10,start_11,end_11,location_11,start_12,end_12,location_12,start_13,end_13,location_13,start_14,end_14,location_14,fips1,error1,fips2,error2,fips3,error3,fips4,error4,fips5,error5,fips6,error6,fips7,error7,fips8,error8,fips9,error9,fips10,error10,fips11,error11,fips12,error12,fips13,error13,fips14,error14
B001292,1950,1964,"Trieste, Italy",1964,1968,"Washington, D.C.",1968.0,1972.0,"Williamstown, Mass.",1972,1990,Virginia,1990.0,1998,(Lieutenant Governor of Virginia),2009,2013,(United States Ambassador to Switzerland and Liechtenstein),2015,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,11001,,,More than one matched place from Google,,No county matched to string from Google,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
W000821,1967,1982,"Hot Springs, Hot Springs County, Ark.",1982,1986,"Hot Springs, Ark.",1986.0,1990.0,"Fayetteville, Ark.",1997,2001,"New Haven, Conn.",2006.0,2010,"Fountain Lake, Ark.",2010,2014,(Arkansas state house of representatives),2015,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,More than one matched place from Google,05051,,05143,,09009,,05051,,,Not a location,,Not a location,,,,,,,,,,,,,,
M001195,1971,1985,"Washington, D.C.",1985,1989,"Frederick, Md.",1989.0,1993.0,"Hanover, N.H.",1993,1995,"(staff, United States Representative Roscoe Gardner Bartlett of Maryland)",1995.0,,"(staff, House Republican Conference)",1999,2010,(member of the Maryland state senate),2010,2013,"(chairman, Maryland Republican Party)",2011,2013,"(member, Republican National Committee)",2015,present,(Congress),,,,,,,,,,,,,,,,11001,,24021,,33009,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,
D000625,1956,1970,"Staten Island, Richmond County, N.Y.",1970,1974,"Staten Island, N.Y.",1974.0,1978.0,"New York, N.Y.",1984,1988,"New York, N.Y.",1989.0,1996,"Manhattan, N.Y.",1996,2002,"Staten Island, N.Y.",2002,2003,"Staten Island, N.Y.",2003,2015,"Richmond County, N.Y.",2015,2019,(Congress),,,,,,,,,,,,,,,,,More than one matched place from Google,36085,,36061,,36061,,36061,,36085,,36085,,36085,,,Not a location,,,,,,,,,,
K000388,1966,1980,"Union, Miss.",1980,1984,"Union, Miss.",1984.0,1986.0,"Decatur, Miss.",1986,1989,"University, Miss.",1989.0,1994,"Oxford, Miss.",2010,,"Carlisle, Pa.",1999,2011,"Tupelo, Miss.",2012,2015,(district attorney),2015,present,(Congress),,,,,,,,,,,,,,,,,More than one matched place from Google,,More than one matched place from Google,28101,,,No matched places from Google,28071,,42041,,28081,,,Not a location,,Not a location,,,,,,,,,,
L000585,1968,1982,"Peoria, Peoria County, Ill.",1982,1986,"Peoria, Ill.",1986.0,1990.0,"Dubuque, Iowa",1990,1994,"(staff, United States Representative Charles Jeremy (Jerry) Lewis of California)",1994.0,1997,"Chicago, Ill.",1997,1999,"Cook County, Ill.",1999,2001,"Tazewell County, Ill.",2001,2005,District of Nevada,2003,2005,"Las Vegas, Nev.",2011,2015,(Illinois state senate),2015,present,(Congress),,,,,,,,,,17143,,17143,,19061,,,Not a location,17031,,17031,,17179,,,No county matched to string from Google,32003,,,Not a location,,Not a location,,,,,,
D000626,1970,1985,Ohio,1985,1989,"Sidney, Ohio",1989.0,1995.0,"West Point, N.Y.",1995,1997,"Notre Dame, Ind.",1997.0,2016,"(United States Army; business owner; Concord Township, Ohio, trustee)",2016,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,No county matched to string from Google,39149,,36071,,18141,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
C001108,1972,1986,"Carthage, Smith County, Tenn.",1986,1990,"Tompkinsville, Ky.",1990.0,1993.0,"Bowling Green, Ky.",1993,1995,"Monroe County, Ky.",1995.0,2001,"(Various locations, political activities)",2001,2012,(Kentucky state house of representatives),2012,2015,(Kentucky state commissioner of agriculture),2016,present,(Congress),,,,,,,,,,,,,,,,,,,47159,,21171,,21227,,21171,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
E000296,1954,1969,"Philadelphia, Philadelphia County, Pa.",1969,1971,"Philadelphia, Pa.",1971.0,1973.0,"Philadelphia, Pa.",1973,1975,"Philadelphia, Pa.",1975.0,1980,"Philadelphia, Pa. (teacher, Philadelphia public schools)",1980,2016,"Philadelphia, Pa. (member of the Pennsylvania state house of representatives)",2016,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,More than one matched place from Google,42101,,42101,,42101,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
M001193,1960,1974,"Milford, New Haven County, Conn.",1974,1978,"Hebron, Conn.",1978.0,1982.0,"Hempstead, N.Y.",1982,2011,"Randolph, N.J.",2011.0,2014,"Randolph, N.J. (city council, deputy mayor, mayor)",2015,2019,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,09009,,09013,,,More than one matched place from Google,34027,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
W000822,1945,1981,"Camden, Camden County, N.J.",1981,1985,"Trenton, N.J.",1998.0,2014.0,(New Jersey state assembly),2002,2006,(New Jersey state democratic committee),2015.0,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,34007,,34021,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
S001198,1964,1980,"Fairview Park, Cuyahoga County, Ohio",1980,1983,"Culver, Ind.",1983.0,1987.0,Harvard University,1987,1993,Georgetown University,1993.0,1997,(United States Marine Corps),1997,Present,(United States Marine Corps Reserves),2006,2009,(White House aide and director on the National Security Council staff during the George W. Bush administration),2009,2010,Alaska,2010,2013,Alaska,2014,Present,(United States Senate),,,,,,,,,,,,,39035,,18099,,25017,,11001,,,Not a location,,Not a location,,Not a location,,No county matched to string from Google,,No county matched to string from Google,,Not a location,,,,,,,,
P000612,1949,1967,"Macon, Bibb County, Ga.",1967,1972,(Georgia Institute of Technology),1972.0,1976.0,(Georgia Institute of Technology),1976,2014,(management consultant; company executive),2015.0,2021,(United States Senate),,,,,,,,,,,,,,,,,,,,,,,,,,,,13021,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
E000295,1970,1988,"Red Oak, Montgomery County, Iowa",1988,1992,"Iowa State University, Iowa",1992.0,1995.0,"Columbus, Ga.",1993,2001,(United States Army Reserves),2001.0,Present,(Iowa Army National Guard),2005,2011,"Montgomery County, Iowa",2011,2014,(Iowa state senate),2014,Present,(United States Senate),,,,,,,,,,,,,,,,,,,19137,,,No county matched to string from Google,13215,,,Not a location,,Not a location,19137,,,Not a location,,Not a location,,,,,,,,,,,,
S001197,1972,1990,"Plainview, Pierce County, Nebr.",1990,1994,Harvard University,1994.0,1998.0,"Annapolis, Md.",1998,2004,Yale University,2004.0,2014,"Various Locations (including U.S. Department of Health and Human Services and Midland University, Fremont, Nebr.)",2015,2023,(United States Senate),,,,,,,,,,,,,,,,,,,,,,,,,31139,,25017,,24003,,09009,,31053,,,Not a location,,,,,,,,,,,,,,,,
T000476,1960,1978,"Jacksonville, Duval County, Fla.",1978,1997,(University of Maryland University College),1997.0,2003.0,"Cornelius, N.C.",2003,2005,"Cornelius, N.C.",2007.0,2014,North Carolina (House of Representatives),2014,2027,(United States Senate),,,,,,,,,,,,,,,,,,,,,,,,,12031,,24033,,37119,,37119,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
R000605,1954,1973,"Huron, Beadle County, S. Dak.",1973,1977,South Dakota State University,1977.0,1991.0,South Dakota (as insurance and real estate executive),1991,2000,South Dakota (as member of the South Dakota state senate),2003.0,2011,South Dakota (as governor),2014,2027,(United States Senate),,,,,,,,,,,,,,,,,,,,,,,,,46005,,46011,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
F000466,1973,1988,"Philadelphia, Philadelphia County, Pa.",1988,1992,"Fairless Hills, Pa.",1992.0,1996.0,"Philadelphia, Pa.",1996,2001,"University Park, Pa.",2001.0,2002,"Carlisle, Pa.",2002,2016,(Eastern District of Pennsylvania),2017,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,More than one matched place from Google,42017,,42101,,42027,,42041,,,Not a location,,Not a location,,,,,,,,,,,,,,
G000581,1967,1985,"Corpus Christi, Nueces County, Tex.",1985,1992,"Naval Air Station, Corpus Christi, Tex.",1992.0,1996.0,"Fort Worth, Tex.",2017,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48355,,48355,,48439,,,Not a location,,,,,,,,,,,,,,,,,,,,
M001200,1961,1975,"Nuremberg, Germany",1975,1979,"Richmond, Va.",1979.0,1982.0,"Washington, D.C.",1982,1986,"Charlottesville, Va.",1986.0,1996,"(lawyer, private practice)",1996,2002,(member of the Virginia state house of delegates),2006,2008,(member of the Virginia state house of delegates),2008,2016,(member of the Virginia state senate),2017,2022,(Congress),,,,,,,,,,,,,,,,,,51760,,11001,,51540,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,
M001202,1978,1996,"Ho Chi Minh City, Vietnam",1996,2000,"Williamsburg, Va.",2000.0,2004.0,"Washington, D.C.",2004,2008,(United States Department of Defense),2014.0,2016,"Winter Park, Fla.",2017,2023,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,51830,,11001,,,Not a location,12095,,,Not a location,,,,,,,,,,,,,,,,
R000608,1957,1975,"Chicago, Cook County, Ill.",1975,1979,"Minneapolis, Minn.",1979.0,2017.0,"(Location not specified, possibly in Nevada as a business owner)",2017,2019,(Congress),2019.0,2025,(United States Senate),,,,,,,,,,,,,,,,,,,,,,,,,,,,17031,,27053,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
R000609,1952,1966,"Omaha, Douglas County, Nebr.",1966,1970,"Jacksonville, Fla.",1970.0,1972.0,"Jacksonville, Fla.",1972,1974,"Tallahassee, Fla.",1974.0,1995,"Jacksonville, Fla.",1995,2003,"Jacksonville, Fla.",2003,2015,"Jacksonville, Fla.",2017,present,(Congress),,,,,,,,,,,,,,,,,,,31055,,12031,,12031,,12073,,12031,,12031,,12031,,,Not a location,,,,,,,,,,,,
N000190,1953,1967,"Rock Hill, York County, S.C.",1967,1971,"Rock Hill, S.C.",1971.0,1975.0,"Clinton, S.C.",2005,2006,(South Carolina state house of representatives),2009.0,2017,(South Carolina state house of representatives),2017,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,45091,,45091,,45059,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
A000375,1972,1986,"Plainview, Tex.",1986,1990,"Plainview, Hale County, Tex.",1990.0,1994.0,"Lubbock, Tex.",1994,1997,"Lubbock, Tex.",2001.0,2005,"(staff, chairman of the Federal Deposit Insurance Corporation)",2005,2006,(Office of the Federal Coordinator for Gulf Coast Rebuilding),2007,2014,"Lubbock, Tex.",2017,present,(Congress),,,,,,,,,,,,,,,,,,,48189,,48189,,48303,,48303,,,Not a location,,Not a location,48303,,,Not a location,,,,,,,,,,,,
B001298,1963,1977,"Chicago Heights, Cook County, Ill.",1977,1980,"Kankakee, Ill.",1980.0,1984.0,"DeKalb, Ill.",1985,2014,(United States Air Force),1994.0,2006,"Phoenix, Ariz.",2002,2004,"Washington, D.C.",2014,2015,"(staff, United States Representative Jeff Fortenberry of Nebraska)",2014,2017,"Bellevue, Nebr.",2017,present,(Congress),,,,,,,,,,,,,,,,17031,,17091,,17037,,,Not a location,04013,,11001,,,Not a location,31153,,,Not a location,,,,,,,,,,
B001299,1979,1993,"Columbia City, Whitley County, Ind.",1993,1997,"Columbia City, Ind.",1997.0,2004.0,"Bloomington, Ind.",2004,2013,"Whitley County, Ind.",2013.0,2017,"Winona Lake, Ind.",2014,2015,Afghanistan,2017,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,More than one matched place from Google,18183,,18105,,18183,,18085,,,No county matched to string from Google,,Not a location,,,,,,,,,,,,,,
B001300,1976,1994,"Los Angeles, Los Angeles County, Calif.",1994,2000,"Los Angeles, Calif.",2000.0,2005.0,"Los Angeles, Calif.",2013,2015,"Hermosa Beach, Calif.",2015.0,2017,"Hermosa Beach, Calif.",2017,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,06037,,,More than one matched place from Google,,More than one matched place from Google,06037,,06037,,,Not a location,,,,,,,,,,,,,,,,
B001301,1947,1965,"Shakopee, Scott County, Minn.",1965,1969,"St. Peter, Minn.",1969.0,1975.0,"Pensacola, Fla.",1975,2009,(United States Marine Corps),2017.0,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,27139,,27103,,12033,,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
B001302,1958,1976,"Tucson, Pima County, Ariz.",1976,1982,"Provo, Utah",1982.0,1984.0,"Tucson, Ariz.",1997,1999,"Tempe, Ariz.",2003.0,2011,(Arizona state house of representatives),2011,2016,(Arizona state senate),2017,present,(Congress),,,,,,,,,,,,,,,,,,,,,,04019,,49049,,04019,,04013,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
B001303,1962,1976,"Philadelphia, Philadelphia County, Pa.",1976,1980,"Wilmington, Del.",1980.0,1985.0,"Rutherford, N.J.",1985,2003,"Newark, Del.",1993.0,1998,"(Del., department of health and social services)",1998,2001,"(Del., state secretary of labor)",2001,2004,"(Del., office of management and budget)",2004,2007,(Metropolitan Wilmington Urban League),2012,2015,"Boston, Mass.",2017,present,(Congress),,,,,,,,,,,,,,More than one matched place from Google,10003,,34003,,10003,,,Not a location,,Not a location,,Not a location,,Not a location,25025,,,Not a location,,,,,,,,
B001304,1961,1975,"Huntington, Suffolk County, N.Y.",1975,1979,"Huntington, N.Y.",1979.0,1984.0,"West Point, N.Y.",1984,1989,(United States Army),1989.0,1992,"Cambridge, Mass.",1992,1999,(United States Army Reserve),1999,2007,Maryland (Maryland state general assembly),2007,2015,Maryland (Lieutenant governor),2017,2023,(Congress),2023,present,Maryland (Maryland state attorney general),,,,,,,,,,,,,36103,,36103,,36071,,,Not a location,25017,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,
B001305,1971,1986,"Davie County, N.C.",1986,1990,"Mocksville, N.C.",1990.0,1994.0,"Boone, N.C.",1994,1998,"Dallas, Tex.",1998.0,2007,"Winston-Salem, N.C.",2017,2023,(Congress),2023,2029,(United States Senate),,,,,,,,,,,,,,,,,,,,,,37059,,37059,,37189,,48113,,37067,,,Not a location,,Not a location,,,,,,,,,,,,,,
C001112,1964,1982,"Moroleon, Mexico",1982,1990,"Santa Barbara, Calif.",1990.0,1994.0,"Santa Barbara, Calif.",1993,2004,"Santa Barbara County, Calif.",2004.0,2016,"Santa Barbara County, Calif.",2017,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,06083,,06083,,,More than one matched place from Google,,More than one matched place from Google,,Not a location,,,,,,,,,,,,,,,,
C001109,1966,1980,"Madison, Dane County, Wis.",1980,1984,"McLean, Va.",1984.0,1988.0,"Colorado Springs, Colo.",1988,1996,"Chicago, Ill.",1989.0,1992,"(staff, United States Agency for International Development)",1992,,"(staff, United States Department of State)",1999,2002,"(lawyer, International Finance Corporation)",2002,2004,"(Deputy Assistant Secretary of State for Near Eastern Affairs, United States Department of State)",2004,,"(campaign staff, presidential campaign of George W. Bush)",2005,2009,"(Principal Deputy Assistant Secretary of State for Near Eastern Affairs, United States Department of State)",2017,2023,(Congress),,,,,,,,,,55025,,51059,,08041,,17031,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,
C001110,1958,1976,"Los Angeles, Los Angeles County, Calif.",1976,1980,"Fullerton, Calif.",1980.0,1985.0,"Los Angeles, Calif.",1985,1996,(investment banker; real estate broker),1996.0,1998,(unsuccessful candidate for nomination to the California state assembly),1998,2004,(member of the California state assembly),2005,2006,"Orange County, Calif.",2006,2014,(member of the California state senate),2015,,"(unsuccessful candidate for election to the Orange County, Calif., board of supervisors)",2015,2016,(member of the California high speed rail authority),2017,present,(Congress),,,,,,,,,,06037,,06059,,,More than one matched place from Google,,Not a location,,Not a location,,Not a location,06059,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,
C001111,1956,1970,"Altoona, Blair County, Pa.",1970,1974,"St. Petersburg, Fla.",1974.0,1978.0,"Tallahassee, Fla.",1978,1981,"Birmingham, Ala.",1989.0,,"(staff, United States Senator Connie Mack of Florida)",1993,1999,(Florida state senate),1999,2001,(Florida deputy secretary of business and professional regulation),2001,2003,(Florida state education commissioner),2003,2007,(Florida state attorney general),2007,2011,(Governor of Florida),2017,2022,(Congress),,,,,,,,,,42013,,12103,,12073,,01073,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,
D000627,1957,1971,"Jacksonville, Duvall County, Fla.",1971,1975,"Jacksonville, Fla.",1975.0,1979.0,"Tallahassee, Fla.",1992,1996,"Orlando, Fla.",2003.0,2012,"Orlando, Fla. (police department)",2017,2023,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,12031,,12031,,12073,,12095,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
E000297,1954,1970,"Santiago, Dominican Republic",1970,1974,"New York City, N.Y.",1974.0,1979.0,"New York City, N.Y.",1980,1988,"New York City, N.Y.",1992.0,1994,"Washington Heights, N.Y.",1994,1996,(Project Right Start),1996,2010,(New York state assembly),2010,2016,(New York state senate),2017,present,(Congress),,,,,,,,,,,,,,,,,More than one matched place from Google,36061,,36061,,36061,,36061,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,
F000464,1952,1966,"Massapequa, Nassau County, N.Y.",1966,1970,"New York City, N.Y.",1970.0,1974.0,"Brockport, N.Y.",1975,1979,"Washington, D.C.",1979.0,1981,"(staff, United States House of Representatives Committee on Government Operations)",1983,1986,"(commissioner, New York state legislative bill drafting commission)",1986,2002,(member of the New York state assembly),2003,2006,"(member of the Buffalo Fiscal Stability Authority, N.Y.)",2017,2019,(Congress),,,,,,,,,,,,,,,,36059,,36061,,36055,,11001,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,
D000628,1953,1971,"Boston, Suffolk County, Mass.",1971,1975,"Lexington, Va.",1975.0,1979.0,"Washington, D.C.",1989,2010,(United States Army),2017.0,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,25025,,51678,,11001,,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
G000579,1984,1998,"Green Bay, Brown County, Wis.",1998,2002,"Santa Ana, Calif.",2002.0,2006.0,"Princeton, N.J.",2006,2010,"Washington, D.C.",2010.0,2012,"Washington, D.C.",2012,2013,"Washington, D.C.",2013,2015,"Washington, D.C.",2015,,"(presidential campaign staff, Scott Walker)",2017,present,(Congress),,,,,,,,,,,,,,,,55009,,06059,,34021,,11001,,11001,,11001,,11001,,,Not a location,,Not a location,,,,,,,,,,
G000578,1982,1996,"Hollywood, Broward County, Fla.",1996,2000,"Niceville, Fla.",2000.0,2003.0,"Tallahassee, Fla.",2003,2007,"Williamsburg, VA",2010.0,2016,(Florida state house of representatives),2017,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,12011,,12091,,12073,,51830,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
F000465,1966,1981,"Lansdale, Houston County, Ala.",1981,1985,"Lanett, Ala.",1985.0,1988.0,"Athens, Ga.",1988,1992,"Augusta, Ga.",1997.0,1999,"West Point, Ga.",2008,2016,"West Point, Ga.",2017,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,More than one matched place from Google,01017,,13059,,13245,,13285,,13285,,,Not a location,,,,,,,,,,,,,,
H001077,1961,1975,"New Orleans, Orleans Parish, La.",1975,1979,"Covington, La.",1979.0,1983.0,"Baton Rouge, La.",1989,1990,"Baton Rouge, La.",1990.0,2017,"(Various locations in Louisiana, including St. Landry Parish and Lafayette)",2017,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,22071,,22103,,22033,,22033,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
H001074,1983,1997,"Clinton, Anderson County, Tenn.",1997,2000,"Knoxville, Tenn.",2000.0,2004.0,"Philadelphia, Penn.",2004,2014,"(Entrepreneur, location not specified)",2014.0,2016,"Washington, D.C.",2017,2023,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,No county matched to string from Google,47093,,42101,,,Not a location,11001,,,Not a location,,,,,,,,,,,,,,,,
J000298,1965,1982,"Chennai, Tamil Nadu, India",1982,1986,"Washington, D.C.",1986.0,1990.0,"Evanston, Ill.",1990,2015,(financial analyst; nonprofit executive),2015.0,2016,(member of the Washington state senate),2017,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,11001,,17031,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
J000299,1972,1986,"Shreveport, Caddo Parish, La.",1986,1990,"Shreveport, La.",1990.0,1995.0,"Baton Rouge, La.",1995,1998,"Baton Rouge, La.",2015.0,2016,(Louisiana state house of representatives),2017,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,22017,,22017,,22033,,22033,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
K000389,1976,1990,"Philadelphia, Philadelphia County, Pa.",1990,1994,"Newtown, Pa.",1994.0,1998.0,"Chicago, Ill.",1998,2001,"New Haven, Conn.",2001.0,2004,(private practice),2009,2011,(United States Department of Commerce),2012,2016,(Calif. workforce development board),2017,present,(Congress),,,,,,,,,,,,,,,,,,,,More than one matched place from Google,,More than one matched place from Google,17031,,09009,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
G000580,1972,1986,"Atlanta, Fulton County, Georgia",1986,1990,"Mineral, Va.",1990.0,1994.0,"Richmond, Va.",1995,2000,(United States Army),2000.0,2002,"Richmond, Va.",2002,2007,"(assistant attorney general, Va.)",2008,2012,(Louisa County commonwealth attorney),2012,2016,(member of the Virginia state senate),2017,2019,(Congress),,,,,,,,,,,,,,,,13121,,51109,,51760,,,Not a location,51760,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,
K000391,1973,1987,"New Delhi, India",1987,1991,"Peoria, Ill.",1991.0,1995.0,"Princeton, N.J.",1995,2000,"Cambridge, Mass.",2000.0,2002,"(clerk, United States District Court for Northern District of Illinois)",2002,2004,(private practice),2004,2005,"(campaign staff, Barack Obama)",2005,2007,"(staff, Illinois housing development authority)",2006,2007,(Illinois special assistant attorney general),2008,2009,(deputy state treasurer of Illinois),2017,present,(Congress),,,,,,,,,,,,17143,,34021,,25017,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,
K000392,1966,1981,"Memphis, Shelby County, Tenn.",1981,1985,"Memphis, Tenn.",1985.0,1989.0,"Memphis, Tenn.",1989,1992,"Memphis, Tenn.",2006.0,2008,(United States Attorney for the Western District of Tennessee),2017,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,47157,,47157,,47157,,47157,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
G000583,1975,1989,"North Caldwell, Essex County, N.J.",1989,1993,"North Caldwell, N.J.",1993.0,1997.0,"Philadelphia, Pa.",2001,2004,"Cambridge, Mass.",1998.0,2001,(special assistant and speechwriter for President William J. Clinton),2004,,"(staff, Wesley Clark presidential campaign)",2004,,"(staff, John Kerry presidential campaign)",2010,2012,(senior counselor to the chairman of the Federal Communications Commission),2017,present,(Congress),,,,,,,,,,,,,,,,34013,,34013,,42101,,25017,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,
M001198,1960,1974,"El Dorado, Butler County, Kans.",1974,1978,"El Dorado, Kans.",1978.0,1980.0,"El Dorado, Kans.",1980,1983,"Manhattan, Kan.",1983.0,1987,"Kansas City, Kans.",1984,1991,(United States Army Reserves),2017,2021,(Congress),2021,2027,(United States Senate),,,,,,,,,,,,,,,,,,,20015,,20015,,20015,,20161,,20209,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
K000390,1980,1994,"Guadalajara, Mexico",1994,1998,"Las Vegas, Nev.",1998.0,2004.0,"Las Vegas, Nev.",2004,2006,"(staff, United States Senator Harry Reid of Nevada)",2007.0,2010,(member of the Nevada state assembly),2011,2016,(member of the Nevada state senate),2017,2019,(Congress),,,,,,,,,,,,,,,,,,,,,,,,32003,,32003,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
L000586,1948,1962,"Midway, Gadsden County, Fla.",1962,1966,"Havana, Fla.",1966.0,1970.0,"Tallahassee, Fla.",1970,1973,"Tallahassee, Fla.",1982.0,2000,(Florida state house of representatives),2000,2010,(Florida state senate),2017,2023,(Congress),,,,,,,,,,,,,,,,,,,,,,12039,,12039,,12073,,12073,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
M001201,1956,1974,Michigan,1974,1978,"Lansing, Mich.",1978.0,2014.0,"St. Clair, Mich.",2017,2021,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No county matched to string from Google,26065,,26147,,,Not a location,,,,,,,,,,,,,,,,,,,,
L000587,1955,1973,"Waterloo, Black Hawk County, Iowa",1973,1979,"Iowa City, Iowa",1979.0,1992.0,"Denver, Colo.",2017,2019,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19013,,19103,,08031,,,Not a location,,,,,,,,,,,,,,,,,,,,
O000171,1946,1964,"Chicago, Cook County, Ill.",1964,1966,"Romeoville, Ill.",1966.0,1979.0,"Chicago, Ill.",1979,2001,(bond trader; business owner),2001.0,2007,(Arizona state house of representatives),2007,2009,(Arizona state senate),2017,2023,(Congress),,,,,,,,,,,,,,,,,,,,,,17031,,17197,,17031,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
P000613,1969,1983,"Washington, D.C.",1983,1987,"Carmel, Calif.",1987.0,1989.0,"Monterey, Calif.",1989,1991,"Davis, Calif.",1991.0,1996,"Santa Clara, Calif.",1996,2010,"Alameda County, Calif.",2010,2016,"Monterey County, Calif.",2017,present,(Congress),,,,,,,,,,,,,,,,,,,11001,,06053,,06053,,06113,,06085,,06001,,06053,,,Not a location,,,,,,,,,,,,
R000606,1962,1975,"Washington, D.C.",1975,1979,"Washington, D.C.",1979.0,1983.0,"Cambridge, Mass.",1983,1987,"Cambridge, Mass.",1987.0,1989,(office of the Mass. state attorney general),1990,2017,"Washington, D.C.",2007,2016,(Maryland state senate),2017,present,(Congress),,,,,,,,,,,,,,,,,,,11001,,11001,,25017,,25017,,,Not a location,11001,,,Not a location,,Not a location,,,,,,,,,,,,
R000607,1953,1967,"Tulsa, Tulsa County, Okla.",1967,1971,"North Bethesda, Md.",1971.0,1975.0,"Washington, D.C.",1975,1978,"Washington, D.C.",2005.0,2008,(United States Ambassador to the Holy See),2017,2021,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,40143,,24031,,11001,,11001,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
M001199,1980,1999,"Grand Rapids, Kent County, Mich.",2000,2002,"West Palm Beach, Fla.",2008.0,2010.0,"Charles Town, W.Va.",2012,2016,"Cambridge, Mass.",2000.0,2012,(United States Army),2011,2012,(National Nuclear Security Administration),2012,2015,(United States Department of Homeland Security),2017,present,(Congress),,,,,,,,,,,,,,,,,,,26081,,12099,,54037,,25017,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
