id,start_1,end_1,location_1,start_2,end_2,location_2,start_3,end_3,location_3,start_4,end_4,location_4,start_5,end_5,location_5,start_6,end_6,location_6,start_7,end_7,location_7,start_8,end_8,location_8,start_9,end_9,location_9,start_10,end_10,location_10,start_11,end_11,location_11,start_12,end_12,location_12,start_13,end_13,location_13,start_14,end_14,location_14,start_15,end_15,location_15,start_16,end_16,location_16,start_17,end_17,location_17,start_18,end_18,location_18
R000604,1963,1981,"Oklahoma City, Oklahoma County, Okla.",1981,1985,"Arkadelphia, Ark.",1985,2006,United States Army,2006,2008,Oklahoma (as an author and small business owner),2008-2012,,Oklahoma state senate,2015,2019,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001106,1976,1995,"Chester County, Pa.",1995,1999,"Collegeville, Pa.",1999,2002,"Villanova, Pa.",2002,2011,Private practice,2011-2013,,"Chester County, Pa.",2015,2019,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001296,1977,1995,"Philadelphia, Philadelphia County, Pa.",1995,1999,"Notre Dame, Ind.",1999,2005,"Cambridge, Mass.",2005,2008,"Philadelphia, Pa. (Drexel University)",2008-2014,,Pennsylvania State House of Representatives,2015,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001196,1984,2002,"Albany, Albany County, N.Y.",2002,2006,"Cambridge, Mass.",2006,2009,Washington D.C. (Bush administration),2009,2015,"Various (campaign aide, businesswoman)",2015-present,,"Congress, Washington D.C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000601,1965,1983,"Chicago, Cook County, Ill.",1983,1987,"Notre Dame, Ind.",1987,1989,"Dallas, Tex.",1989,2004,Private practice and professor,2004-2012,,"Heath, Tex.",2007,2008,Eastern District of Texas,2015,2020,Congress,2020,2021,Director of National Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001073,1977,1995,"San Antonio, Bexar County, Tex.",1995,2000,"College Station, Tex.",2000,2009,Central Intelligence Agency,2009,2015,Business owner,2015-2021,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001291,1948,1966,"Port Arthur, Jefferson County, Tex.",1966,1973,"Beaumont, Tex.",1973,1976,"Houston, Tex.",1975,1979,United States Air Force,1969-1975,,Texas Army National Guard,1981,1982,"Woodville, Tex.",1982,1984,"Woodville, Tex.",1984,1989,"Woodville, Tex.",1989,1995,Texas Historical Commission,1992,1995,"Woodville, Tex.",1996,1998,(Unsuccessful candidate for Congress),1999,2014,Lower Neches Valley Authority,2015,present,Congress,,,,,,,,,,,,,,,
C001105,1959,1977,"Springfield, Hampden County, Mass.",1977,1981,"Middlebury, Vt.",1981,1986,"Washington, D.C.",1986,1991,Private practice,1991-1995,,Virginia,1995,1999,"Washington, D.C.",2002,2003,"Washington, D.C.",2009,2014,Virginia,2015,2019,Congress,2019,Present,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
N000189,1955,1973,"Sunnyside, Yakima County, Wash.",1973,1977,"Pullman, Wash.",1977,2003,"Sunnyside, Yakima County, Wash. (as a farmer)",2003,2009,Washington State House of Representatives,2009-2013,,Washington State Department of Agriculture,2015,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L000584,1975,1993,"Brooklyn, Kings County, N.Y.",1993,1997,"West Hartford, Conn.",1997,2003,"Various locations (flight attendant, call center operator)",2003,2019,"Saratoga Springs, Utah",2015-2019,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J000297,1960,1978,"Huntington, Cabell County, W.Va.",1978,1983,"Gainesville, Fla.",1983,1987,"Birmingham, Ala.",1987,1994,Private practice and businessman,1994-1998,,West Virginia state house of delegates,2002,2014,West Virginia state senate,2015,2018,Congress,2018,present,"W.Va., court of appeals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G000576,1955,1973,"Milwaukee, Milwaukee County, Wis.",1973,1978,"Mequon, Wisconsin",1978,1983,"Madison, Wis.",1983,1993,Private practice,1993-2004,,Wisconsin State Assembly,2004,2014,Wisconsin State Senate,2015,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001292,1950,1968,"Trieste, Italy",1968,1972,"Washington, D.C.",1972,1990,"Williamstown, Mass.",1990,1998,Virginia,1998-2009,,Virginia,2009,2013,Switzerland and Liechtenstein,2013,present,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W000821,1967,1986,"Hot Springs, Hot Springs County, Ark.",1986,1990,"Fayetteville, Ark.",1990,2001,Engineer (Location not specified),2001,2006,"New Haven, Conn.",2006-2010,,"Fountain Lake, Ark.",2010,2014,Arkansas,2015,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001195,1971,1989,"Washington, D.C.",1989,1993,"Frederick, Md.",1993,1995,"Hanover, N.H.",1995,1999,Maryland,1999-2010,,Maryland State Senate,2010,2013,Maryland Republican Party,2011,2013,Republican National Committee,2015,present,"Congress, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D000625,1956,1974,"Staten Island, Richmond County, N.Y.",1974,1978,"New York, N.Y. (St. John’s University)",1978,1988,"New York, N.Y. (Fordham University)",1989,1996,"Manhattan, N.Y.",1996-2002,,"Staten Island, N.Y.",2002,2003,"Staten Island, N.Y.",2003,2015,"Richmond County, N.Y.",2015,2019,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000388,1966,1984,"Union, Miss.",1984,1986,"Decatur, Miss.",1986,1989,"University, Miss.",1989,1994,"Oxford, Miss.",1994-1999,,Private practice,1999,2011,"Tupelo, Miss.",2010,2010,"Carlisle, Pa.",2012,2015,District Attorney,2015,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,
L000585,1968,1986,"Peoria, Peoria County, Ill.",1986,1990,"Dubuque, Iowa",1990,1994,California,1994,1997,"Chicago, Ill.",1997-1999,,"Cook County, Ill.",1999,2001,"Tazewell County, Ill.",2001,2005,District of Nevada,2003,2005,"Las Vegas, Nev.",2011,2015,Illinois,2015,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,
D000626,1970,1989,"Sidney, Ohio",1989,1995,"West Point, N.Y.",1995,1997,"Notre Dame, Ind.",1997,2016,"United States Army; Business owner; Concord Township, Ohio",2016-Present,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001108,1972,1990,"Tompkinsville, Ky.",1990,1993,"Bowling Green, Ky.",1993,1995,"Monroe County, Ky.",1995,2001,Businessman and farmer,2001-2012,,Kentucky,2012,2015,Kentucky state commissioner of agriculture,2016,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E000296,1954,1971,"Philadelphia, Philadelphia County, Pa.",1971,1973,"Community College of Philadelphia, Philadelphia, Pa.",1973,1975,"La Salle University, Philadelphia, Pa.",1975,1980,"Philadelphia, Pa., public schools; Urban League of Philadelphia, Pa.",1980-2016,,Pennsylvania state house of representatives,2016,Present,United States Representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001193,1960,1978,"Milford, New Haven County, Conn.",1978,1982,"Hempstead, N.Y.",1982,2011,Insurance executive and CEO,2011,2014,"Randolph, N.J.",2015-2019,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W000822,1945,1985,"Camden, Camden County, N.J.",1985,1998,"Trenton, N.J.",1998,2014,New Jersey State Assembly,2002,2006,New Jersey State Democratic Committee,2015-Present,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001198,1964,1983,"Fairview Park, Cuyahoga County, Ohio",1983,1987,"Culver, Ind.",1987,1993,"Harvard University, Georgetown University",1993,1997,United States Marine Corps,1997-Present,,United States Marine Corps Reserves,2006,2009,"White House, National Security Council",2009,2010,Alaska (as attorney general),2010,2013,Alaska Department of Natural Resources,2014,Present,United States Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000612,1949,1967,"Macon, Bibb County, Ga.",1967,1972,Georgia Institute of Technology,1972,1976,Georgia Institute of Technology,1976,2014,Management consultant and company executive,2015-2021,,United States Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E000295,1970,1988,"Red Oak, Montgomery County, Iowa",1988,1992,"Iowa State University, Iowa",1992,1995,"Columbus, Ga.",1993,2001,United States Army Reserves,2001-Present,,Iowa Army National Guard,2005,2011,"Montgomery County, Iowa",2011,2014,Iowa State Senate,2014,Present,United States Senate,2019,2023,"Vice-chair, Republican Conference",2023,Present,"Chair, Republican Policy Committee",,,,,,,,,,,,,,,,,,,,,,,,
S001197,1972,1990,"Plainview, Pierce County, Nebr.",1990,1994,"Harvard University, Cambridge, Mass.",1994,1998,"Annapolis, Md.",1998,2004,"Yale University, New Haven, Conn.",2004-2014,,"Various locations (management consultant, university professor, U.S. Department of Health and Human Services, Midland University)",2014,2023,"United States Senate, Washington D.C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T000476,1960,1978,"Jacksonville, Duval County, Fla.",1978,1997,University of Maryland University College,1997,2003,Management consultant,2003,2005,"Cornelius, N.C.",2007-2014,,North Carolina,2014,2027,United States Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000605,1954,1973,"Huron, Beadle County, S. Dak.",1973,1977,South Dakota State University,1977,1991,South Dakota (Insurance and real estate executive),1991,2000,South Dakota State Senate,2003-2011,,South Dakota (Governor),2014,2027,United States Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000466,1973,1992,"Philadelphia, Philadelphia County, Pa.",1992,1996,"Philadelphia, Pa. (La Salle University)",1996,2001,"University Park, Pa. (Pennsylvania State University)",2001,2002,Eastern District of Pennsylvania,2002-2016,,Federal Bureau of Investigation; Eastern District of Pennsylvania; Private practice,2017,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G000581,1967,1985,"Corpus Christi, Nueces County, Tex.",1985,1992,"Naval Air Station, Corpus Christi, Tex.",1992,1996,"Fort Worth, Tex.",1996,2017,Private practice,2017-present,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001200,1961,1979,"Richmond, Va.",1979,1982,"Washington, D.C.",1982,1986,"Charlottesville, Va.",1986,1996,Private practice,1996-2002,,Virginia,2006,2008,Virginia,2008,2016,Virginia,2017,2022,Congress,2022,,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001202,1978,1996,"Ho Chi Minh City, Vietnam",1996,2000,"Williamsburg, Va.",2000,2004,"Washington, D.C.",2004,2008,United States Department of Defense,2008-2014,,(Unknown),2014,2016,"Winter Park, Fla.",2017,2023,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000608,1957,1975,"Chicago, Cook County, Ill.",1975,1979,"Minneapolis, Minn.",1979,2017,Nevada (as a computer software developer and business owner),2017,2019,Congress,2019-2025,,United States Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000609,1952,1970,"Omaha, Douglas County, Nebr.",1970,1972,"Jacksonville, Fla.",1972,1974,"Tallahassee, Fla.",1974,1995,"Jacksonville, Fla.",1995-2003,,"Jacksonville, Fla.",2003,2015,"Jacksonville, Fla.",2017,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N000190,1953,1971,"Rock Hill, York County, S.C.",1971,1975,"Clinton, S.C.",1975,2005,"Rock Hill, S.C. (as a real estate developer)",2005,2006,South Carolina (as a state house representative),2009-2017,,South Carolina (as a state house representative),2017,present,South Carolina (as a U.S. Representative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A000375,1972,1990,"Plainview, Tex.",1990,1997,"Lubbock, Tex.",1997,2001,Unknown,2001,2005,Washington D.C. (Federal Deposit Insurance Corporation),2005-2006,,Gulf Coast,2007,2014,"Lubbock, Tex.",2014,2017,Unknown,2017,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001298,1963,1981,"Chicago Heights, Cook County, Ill.",1981,1984,"DeKalb, Ill.",1984,1996,"Phoenix, Ariz.",1996,2004,"Washington, D.C.",2004-2014,,(US Air Force),2014,2015,Nebraska,2014,2017,"Bellevue, Nebr.",2017,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001299,1979,1997,"Columbia City, Whitley County, Ind.",1997,2004,"Bloomington, Ind.",2004,2012,"Columbia City, Whitley County, Ind.",2012,2013,"Winona Lake, Ind.",2013-Present,,United States Navy Reserve,2014,2015,Afghanistan,2007,2011,"Whitley County, Ind.",2008,2010,"Whitley County, Ind.",2010,2016,Indiana State Senate,2017,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,
B001300,1976,1994,"Los Angeles, Los Angeles County, Calif.",1994,2000,"University of California, Los Angeles, Calif.",2000,2005,"University of Southern California, Los Angeles, Calif.",2005,2013,Private practice,2013-2015,,"Hermosa Beach, Calif.",2015,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001301,1947,1965,"Shakopee, Scott County, Minn.",1965,1969,"St. Peter, Minn.",1969,1975,"Pensacola, Fla.",1969,2009,United States Marine Corps,2009-2017,,Business owner,2017,present,"Congress, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001302,1958,1976,"Tucson, Pima County, Ariz.",1976,1982,"Provo, Utah",1982,1984,"Tucson, Ariz.",1984,1999,Private practice,1999-2003,,"Tempe, Ariz.",2003,2011,Arizona State House of Representatives,2011,2016,Arizona State Senate,2017,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001303,1962,1980,"Philadelphia, Philadelphia County, Pa.",1980,1985,"Wilmington, Del. and Rutherford, N.J.",1985,1993,Delaware,1993,1998,Delaware Department of Health and Social Services,1998-2001,,Delaware State Secretary of Labor,2001,2004,Delaware Office of Management and Budget,2004,2007,Metropolitan Wilmington Urban League,2012,2015,"Boston, Mass.",2017,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001304,1961,1979,"Huntington, Suffolk County, N.Y.",1979,1984,"West Point, N.Y.",1984,1989,United States Army,1989,2014,United States Army Reserve,1992-1999,,Private practice,1999,2007,Maryland,2007,2015,Maryland (Lieutenant Governor),2017,2023,Congress,2023,Present,Maryland (State Attorney General),,,,,,,,,,,,,,,,,,,,,,,,,,,
B001305,1971,1990,"Davie County, N.C.",1990,1994,"Boone, N.C.",1994,1998,"Dallas, Tex.",1998,2007,"Winston-Salem, N.C.",2007-2017,,Business owner,2017,2023,Congress,2023,2029,United States Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001112,1964,1982,"Moroleon, Mexico",1982,1990,"Santa Barbara, Calif.",1990,1994,"Santa Barbara, Calif.",1994,2004,"Santa Barbara County, Calif.",2004-2016,,"Santa Barbara County, Calif.",2017,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001109,1966,1982,"Madison, Dane County, Wis.",1982,1984,"McLean, Va.",1984,1988,"Colorado Springs, Colo.",1988,1996,"Chicago, Ill.",1989-1992,,United States Agency for International Development,1992,,United States Department of State,1996,1999,Private practice,1999,2002,International Finance Corporation,2002,2004,United States Department of State,2004,,Presidential campaign of George W. Bush,2005,2009,United States Department of State,2009,2016,Nonprofit executive; television commentator,2017,2023,Congress,2023,Present,Wyoming,,,,,,,,,,,,
C001110,1958,1976,"Los Angeles, Los Angeles County, Calif.",1976,1980,"Fullerton, Calif.",1980,1985,"Los Angeles, Calif.",1985,1996,Investment banker and real estate broker,1996-1998,,Unsuccessful candidate for nomination to the California state assembly,1998,2004,California state assembly,2005,2006,"Orange County, Calif.",2006,2014,California state senate,2015,,"Unsuccessful candidate for election to the Orange County, Calif., board of supervisors",2015,2016,California high speed rail authority,2017,present,Congress,,,,,,,,,,,,,,,,,,,,,
C001111,1956,1974,"St. Petersburg, Fla.",1974,1976,"Winston-Salem, N.C.",1976,1978,"Tallahassee, Fla.",1978,1981,"Birmingham, Ala.",1981-1986,,Private practice,1986,1989,Florida,1989,1993,"Staff, United States Senator Connie Mack of Florida",1993,1999,Florida state senate,1999,2001,Florida deputy secretary of business and professional regulation,2001,2003,Florida state education commissioner,2003,2007,Florida state attorney general,2007,2011,Governor of Florida,2011,2014,Florida,2014,2017,Florida,2017,2022,Congress,2022,Present,Florida,,,,,,
D000627,1957,1975,"Jacksonville, Duvall County, Fla.",1975,1979,"Tallahassee, Fla.",1979,1996,"Orlando, Fla.",1996,2003,"Orlando, Fla.",2003-2012,,"Orlando, Fla.",2012,2017,"Orlando, Fla.",2017,2023,Congress,2023,Present,"Orlando, Fla.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E000297,1954,1974,"Santiago, Dominican Republic",1974,1979,"New York City, N.Y.",1979,1980,"Queens College, New York City, N.Y.",1980,1988,"New York City, N.Y. (Criminal Justice Agency)",1988-1992,,New York University/Rutgers University,1992,1994,"Washington Heights, N.Y.",1994,1996,Project Right Start,1996,2010,New York State Assembly,2010,2016,New York State Senate,2017,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,
F000464,1952,1970,"Massapequa, Nassau County, N.Y.",1970,1974,"Brockport, N.Y.",1974,1979,"Washington, D.C.",1979,1981,"Washington, D.C.",1983-1986,,New York,1986,2002,New York,2003,2006,"Buffalo, N.Y.",2006,2016,Private practice,2017,2019,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,
D000628,1953,1971,"Boston, Suffolk County, Mass.",1971,1975,"Lexington, Va.",1975,1979,"Washington, D.C.",1989,2010,United States Army,2010-2016,,Urologist and banker,2017,present,"Congress, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G000579,1984,2002,"Green Bay, Brown County, Wis.",2002,2006,"Princeton, N.J.",2006,2010,"Washington, D.C.",2010,2013,"Washington, D.C.",2013-2015,,"Washington, D.C.",2015,2017,Businessman,2017,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G000578,1982,2000,"Hollywood, Broward County, Fla.",2000,2003,"Tallahassee, Fla.",2003,2007,"Williamsburg, VA",2007,2010,Private practice,2010-2016,,Florida,2017,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000465,1966,1985,"Lansdale, Houston County, Ala.",1985,1988,"Athens, Ga.",1988,1992,"Augusta, Ga.",1992,2017,"West Point, Ga.",2017-present,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001077,1961,1979,"New Orleans, Orleans Parish, La.",1979,1983,"Baton Rouge, La.",1983,1989,(United States Army),1989,1990,"Baton Rouge, La.",1990-2017,,"St. Landry Parish, La. and Lafayette, La.",2017,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001074,1983,1999,"Clinton, Anderson County, Tenn.",1999,2004,"Philadelphia, Penn.",2004,2014,Entrepreneur (Location not specified),2014,2016,"Washington, D.C.",2017-2023,,Congress (Location not specified),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J000298,1965,1982,"Chennai, Tamil Nadu, India",1982,1986,"Washington, D.C.",1986,1990,"Evanston, Ill.",1990,2015,Financial analyst and nonprofit executive,2015-2016,,Washington state,2017,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J000299,1972,1990,"Shreveport, Caddo Parish, La.",1990,1995,"Baton Rouge, La.",1995,1998,"Baton Rouge, La.",1998,2015,Private practice,2015-2016,,Louisiana,2017,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000389,1976,1994,"Philadelphia, Philadelphia County, Pa.",1994,1998,"Chicago, Ill.",1998,2001,"New Haven, Conn.",2001,2009,Private practice and professor,2009-2011,,United States Department of Commerce,2012,2016,California,2017,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G000580,1972,1990,"Atlanta, Fulton County, Georgia",1990,1994,"Richmond, Va.",1995,2000,United States Army,2002,2007,Virginia,2008-2012,,"Louisa County, Va.",2012,2016,Virginia,2017,2019,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000391,1973,1989,"New Delhi, India",1989,1991,"Peoria, Ill.",1991,1995,"Princeton, N.J.",1995,2000,"Cambridge, Mass.",2000-2002,,Northern District of Illinois,"2004, 2008",,Campaign staff for Barack Obama,2005,2007,Illinois housing development authority,2006,2007,Illinois special assistant attorney general,2008,2009,Deputy state treasurer of Illinois,2010,,Illinois state comptroller candidate,2012,,Candidate for the One Hundred Thirteenth Congress,2017,present,Congress,,,,,,,,,,,,,,,,,,
K000392,1966,1985,"Memphis, Shelby County, Tenn.",1985,1989,"University of Memphis, Memphis, Tenn.",1989,1992,"University of Memphis, Memphis, Tenn.",1992,2006,"Private practice, Memphis, Tenn.",2006-2008,,Western District of Tennessee,2008,2017,"Memphis, Tenn.",2017,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G000583,1975,1993,"North Caldwell, Essex County, N.J.",1993,1997,"Philadelphia, Pa.",1997,2004,"Cambridge, Mass.",1998,2001,"White House, Washington D.C.",2004,,Various locations (Presidential campaigns),2004,2010,Business executive (Location not specified),2010,2012,Washington D.C. (Federal Communications Commission),2017,present,"Congress, Washington D.C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001198,1960,1978,"El Dorado, Butler County, Kans.",1978,1980,"Butler Community College, El Dorado, Kans.",1980,1984,"Kansas State University, Manhattan, Kan",1984,1987,"University of Kansas School of Medicine, Kansas City, Kans",1984-1991,,United States Army Reserves,1987,2017,Physician,2017,2021,Congress,2021,2027,United States Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000390,1980,1998,"Guadalajara, Mexico",1998,2004,"Las Vegas, Nev.",2004,2006,"Henderson, Nev.",2006,2007,"Staff, United States Senator Harry Reid of Nevada",2007-2010,,Nevada state assembly,2011,2016,Nevada state senate,2017,2019,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L000586,1948,1966,"Midway, Gadsden County, Fla.",1966,1970,"Tallahassee, Fla.",1970,1973,"Tallahassee, Fla.",1973,1982,Business owner,1982-2000,,Florida State House of Representatives,2000,2010,Florida State Senate,2010,2016,Unsuccessful candidate for Congress,2017,2023,Congress,2023,2022,Unsuccessful candidate for reelection to Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001201,1956,1974,Michigan,1974,1978,"Lansing, Mich.",1978,2016,"St. Clair, Mich.",2017,2021,Congress,2021,,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L000587,1955,1973,"Waterloo, Black Hawk County, Iowa",1973,1979,"Iowa City, Iowa",1979,1992,"Denver, Colo.",1992,2017,"Various locations (as a radio broadcaster, television host, and columnist)",2017-2019,,Congress,2019,2020,Minnesota (ran for Senate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O000171,1946,1964,"Chicago, Cook County, Ill.",1964,1966,"Romeoville, Ill.",1966,1979,"Chicago, Ill.",1979,2001,(Bond trader and business owner),2001-2007,,Arizona,2007,2009,Arizona,2017,2023,Congress,2023,,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000613,1969,1987,"Washington, D.C. and Carmel, Calif.",1987,1989,"Monterey, Calif.",1989,1991,"Davis, Calif.",1991,1996,"Santa Clara, Calif.",1996-2010,,"Alameda County, Calif.",2003,2011,United States Navy Reserve,2007,2008,Afghanistan War,2010,2016,"Monterey County, Calif.",2012,2016,"Monterey County, Calif.",2017,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,
R000606,1962,1979,"Washington, D.C.",1979,1983,"Cambridge, Mass.",1983,1987,"Cambridge, Mass.",1987,1989,Massachusetts,1990-2017,,"Washington, D.C.",2007,2016,Maryland,2017,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000607,1953,1969,"Tulsa, Tulsa County, Okla.",1969,1971,"North Bethesda, Md.",1971,1978,"Washington, D.C.",1978,2005,Business owner (Location not specified),2005-2008,,Holy See (Vatican City),2017,2021,Congress (Location not specified),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001199,1980,1999,"Grand Rapids, Kent County, Mich.",1999,2002,"West Palm Beach, Fla.",2002,2008,United States Army,2008,2010,"Charles Town, W.Va.",2010-2012,,National Nuclear Security Administration,2012,2015,United States Department of Homeland Security,2015,2016,"Cambridge, Mass.",2017,present,"Congress, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001199,1964,1982,"Lancaster, Lancaster County, Pa.",1982,1988,"Annville, Pa.",1988,1991,"Lancaster, Pa.",1991,2001,Business owner,2001-2005,,"West Lampeter, Pa.",2005,2009,"West Lampeter, Pa.",2009,2016,Pennsylvania,2017,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001200,1978,1996,"Ringwood, Passaic County, N.J.",1996,2000,"New Brunswick, N.J.",2000,2004,"Washington, D.C.",2004,2007,Private practice and financial analyst,2007-2012,,Florida State House of Representatives,2012,2016,Florida State Senate,2017,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T000478,1961,1979,"New Hartford, Oneida County, N.Y.",1979,1983,"Hamilton Township, N.Y.",1983,1987,"Cincinnati, Ohio",1987,2011,Yugoslavia and private practice,2011-2016,,New York,2017,2019,Congress,2021,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E000298,1956,1974,"Topeka, Shawnee County, Kans.",1974,1983,"Cookeville, Tenn.",1983,2005,Businessman and farmer,2005,2011,"Sedgwick County, Kans.",2011-2017,,Kansas,2017,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001201,1962,1980,"Glen Cove, Nassau County, N.Y.",1980,1984,"Chestnut Hill, Mass.",1984,1989,"New York City, N.Y.",1989,1990,Eastern District of New York,1994-2001,,"Glen Cove, N.Y.",2002,2009,"Nassau County, N.Y.",2017,2023,Congress,2022,,New York (Governor Nomination Candidate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001078,1962,1980,"Washington, District of Columbia",1980,1982,"Upper Marlboro, Md.",1982,1984,"Largo, Md.",1984,1986,"Adelphi, Md.",1986-2002,,Various locations (business executive),2002,2003,Georgia (staff for Governor Sonny Perdue),2003,2006,"Fulton County, Ga.",2007,2009,Georgia (Secretary of State),2010,2017,Various locations (unsuccessful candidate for various positions),2017,2019,Congress,2019,2020,Various locations (unsuccessful candidate for various positions),,,,,,,,,,,,,,,,,,,,,
T000477,1979,1997,"Baltimore, Md.",1997,2005,United States Navy,2005,2013,"Real Estate Broker, Entrepreneur, Author",2013,2014,"Cambridge, Mass.",2014-2016,,Virginia State House of Delegates,2017,2019,Congress,2019,2021,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G000584,1961,1979,"San Diego, San Diego County, Calif.",1979,1983,"King of Prussia, Penn.",1983,2017,"Hoboken, N.J.",2017,2021,Montana (Congress),2021-present,,Montana (Governor),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001114,1960,1978,"Ogden, Weber County, Utah",1978,1979,"Salt Lake City, Utah",1979,1985,"Provo, Utah",1985,2009,Various locations (as a sales representative and business executive),2009-2017,,"Provo, Utah (as Mayor)",2017,present,Congress (Representative from Utah),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
