id,bio,api_out
--- | ---
1967-1985 | Jackson, Butts County, Ga.
1985-1990 | Monticello, Ga.
1990-2023 | Atlanta, Ga.
2023-present | Congress"
C001132,"a Representative from Arizona; born in Tucson, Pima County, Ariz., January 3, 1980; graduated from Cibola High School, Yuma, Ariz., 1998; attended Arizona Western College, Yuma, Ariz., 1999-2000; attended University of Arizona, Tucson, Ariz., 2000-2001; United States Navy, 2001-2014; writer; business owner; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1980-1998 | Tucson, Pima County, Ariz.
1998-1999 | Yuma, Ariz.
1999-2000 | Yuma, Ariz. (Arizona Western College)
2000-2001 | Tucson, Ariz. (University of Arizona)
2001-2014 | United States Navy
2014-2023 | (Unknown)
2023-present | (Unknown)"
C001130,"a Representative from Texas; born in St. Louis, Mo., March 29, 1981; graduated from the Mary Institute and Saint Louis Country Day School, St. Louis, Mo.; B.A., Rhodes College, Memphis, Tenn., 2003; attended Thurgood Marshall School of Law, Texas Southern University, Houston, Tex.; J.D., University of Houston Law Center, Houston, Tex., 2006; lawyer, private practice; public defender, Bowie County, Tex., 2007-2010; member of the Texas state House of Representatives, 2021-2023; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1981-2003 | St. Louis, Mo.
2003-2006 | Memphis, Tenn.
2006-2007 | Houston, Tex.
2007-2010 | Bowie County, Tex.
2021-2023 | Texas state House of Representatives
2023-present | Congress"
D000632,"a Representative from New York; born in Island Park, Nassau County, N.Y., February 22, 1982; graduated from Chaminade High School, Mineola, N.Y., 2000; B.A., Hofstra University, Hempstead, N.Y., 2004; police detective; fire fighter; member of the Hempstead, N.Y., town council, 2016-2023; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1982-2000 | Island Park, Nassau County, N.Y.
2000-2004 | Mineola, N.Y.
2004-2016 | Hempstead, N.Y.
2016-2023 | Hempstead, N.Y.
2023-present | Congress"
D000230,"a Representative from North Carolina; born in Snow Hill, Greene County, N.C., August 29, 1971; graduated from MacArthur High School, Irving, Tex., 1989; B.S., United States Air Force Academy, Colorado Springs, Colo., 1994; M.S., Central Michigan University, Mt. Pleasant, Mich., 1997; M.A., East Carolina University, Greenville, N.C., 2001; Ed.D., East Carolina University, Greenville, N.C., 2007; United States Air Force, 1994-2001; assistant professor, East Carolina University, Greenville, N.C., 1998-2001; adjunct professor, East Carolina University, Greenville, N.C., 2001-2007; lay minister; Mayor of Snow Hill, N.C., 2001-2008; member of the North Carolina state senate, 2009-2011, 2013-2022; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1971-1989 | Snow Hill, Greene County, N.C.
1989-1994 | Irving, Tex.
1994-1997 | Colorado Springs, Colo.
1997-2001 | Mt. Pleasant, Mich.
2001-2008 | Snow Hill, N.C.
2009-2011 | North Carolina
2013-2022 | North Carolina
2023-present | Congress"
D000594,"a Representative from Texas; born in Texas, November 11, 1974; graduated from James Pace High School, Brownsville, Tex.; B.B.A., University of Texas, San Antonio, Tex., 1997; marketing professional; insurance agent; unsuccessful candidate for election to the One Hundred Seventeenth Congress in 2020; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1974-1990 | Texas
1990-1997 | Brownsville, Tex.
1997-2020 | San Antonio, Tex.
2020-2023 | (Unsuccessful candidate for Congress)
2023-present | Congress"
D000530,"a Representative from Pennsylvania; born in Pittsburgh, Allegheny County, Pa., July 13, 1984; graduated from Bishop Canevin High School, Pittsburgh, Pa., 2002; B.S., United States Naval Academy, Annapolis, Md., 2006; J.D., Georgetown University, Washington, D.C., 2013; United States Navy, 2006-2012; judicial law clerk, United States District Court for the Southern District of New York; lawyer, private practice; faculty, University of Pittsburgh, Pittsburgh, Pa.; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1984-2002 | Pittsburgh, Allegheny County, Pa.
2002-2006 | Annapolis, Md.
2006-2012 | United States Navy
2012-2013 | Washington, D.C.
2013-2023 | Private practice and University of Pittsburgh, Pittsburgh, Pa.
2023-present | Congress"
D000633,"a Representative from California; born in Modesto, Stanislaus County, Calif., September 9, 1966; B.S., San Diego State University, San Diego, Calif., 1989; M.B.A., University of the Pacific, Stockton, Calif., 1997; farmer; business owner; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1966-1985 | Modesto, Stanislaus County, Calif.
1985-1989 | San Diego, Calif.
1989-1997 | Stockton, Calif.
1997-2023 | California
2023-present | Congress"
E000246,"a Representative from North Carolina; born in Waynesville, Haywood County, N.C., September 13, 1960; graduated from West Henderson High School, Hendersonville, N.C., 1978; attended Blue Ridge Community College, Flat Rock, N.C., 1979-1983; business owner; entrepreneur; member of the North Carolina state senate, 2016-2022; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1960-1978 | Waynesville, Haywood County, N.C.
1978-1979 | Hendersonville, N.C.
1979-1983 | Flat Rock, N.C.
1983-2022 | Business owner and entrepreneur
2016-2022 | North Carolina state senate
2023-present | Congress"
E000235,"a Representative from Mississippi; born in Pascagoula, Jackson County, Miss., April 6, 1959; graduated from Pascagoula High School, Pascagoula, Miss., 1977; B.S., University of Southern Mississippi, Hattiesburg, Miss., 1997; law enforcement officer; sheriff, Jackson County, Miss., 2014-2022; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1959-1977 | Pascagoula, Jackson County, Miss.
1977-1997 | Hattiesburg, Miss.
1997-2014 | (Unknown)
2014-2022 | Jackson County, Miss.
2023-Present | (Unknown)"
F000477,"a Representative from North Carolina; born in Chapel Hill, Orange County, N.C., May 7, 1956; graduated from Chapel Hill High School, Chapel Hill, N.C., 1974; B.A., University of North Carolina, Chapel Hill, N.C., 2008; staff, Chapel Hill, N.C., police department, 1987-2008; member of the Chapel Hill-Carrboro City board of education, 1997-2004, chair, 2001-2003; member of the Orange County, N.C., board of commissioners, 2004-2012; chair, 2008-2010; member of the North Carolina state house of representatives, 2013; member of the North Carolina state senate, 2013-2022; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1956-1974 | Chapel Hill, Orange County, N.C.
1974-2008 | Chapel Hill, N.C.
2008-2022 | Chapel Hill, N.C.
1997-2004 | Chapel Hill-Carrboro City
2004-2012 | Orange County, N.C.
2013-2022 | North Carolina state house of representatives and state senate
2023-present | Congress"
F000476,"a Representative from Florida; born in Orlando, Orange County, Fla., January 17, 1997; graduated from Osceola County School for the Arts, Kissimmee, Fla.; attending Valencia College, Orlando, Fla.; campaign staff; organizer; rideshare driver; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023&ndash;present).","Time Period | Location
--- | ---
1997-2015 | Orlando, Orange County, Fla.
2015-2019 | Kissimmee, Fla.
2019-2023 | Orlando, Fla.
2023-present | Congress"
F000478,"a Representative from South Carolina; born in Surfside Beach, Horry County, S.C., January 31, 1985; graduated from Socastee High School, Myrtle Beach, S.C.; B.A., University of South Carolina, Columbia, S.C., 2007; J.D., Charleston School of Law, Charleston, S.C., 2011; lawyer, private practice; member of the South Carolina state house of representatives, 2015-2022; elected as a Republican to the One Hundred Eighteenth Congress (January 2023-present).","Time Period | Location
--- | ---
1985-2003 | Surfside Beach, Horry County, S.C.
2003-2007 | Myrtle Beach, S.C.
2007-2011 | Columbia, S.C.
2011-2022 | Charleston, S.C.
2015-2022 | South Carolina state house of representatives
2023-present | Congress"
G000598,"a Representative from California; born in Lima, Peru, December 2, 1977; graduated from Covina High School, Covina, Calif., 1995; B.A. California State University, Long Beach, Calif., 2002; M.A., University of Southern California, Los Angeles, Calif., 2005; Ed.D., California State University, Long Beach, Calif., 2010; lecturer; communications director, Long Beach City College, Long Beach, Calif., 2007-2012; newspaper publisher; adjunct faculty, University of Southern California, Los Angeles, Calif.; staff, Long Beach, Calif., city councilmember Frank Colonna; member of the Long Beach, Calif., city council, 2009-2014; vice mayor of Long Beach, Calif., 2012-2014; Mayor of Long Beach, Calif., 2014-2022; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1977-1995 | Lima, Peru
1995-2002 | Covina, Calif.
2002-2005 | Long Beach, Calif.
2005-2010 | Los Angeles, Calif.
2010-2022 | Long Beach, Calif.
2023-present | Congress"
G000599,"a Representative from New York; born in Washington, D.C., February 26, 1976; graduated from Sidwell Friends School, Washington, D.C., 1994; B.A., Yale University, New Haven, Conn., 1998; J.D., Stanford University, Stanford, Calif., 2005; journalist; legal analyst; law clerk, United States District Court, Northern District of California; law clerk, United States Court of Appeals, Second Circuit; assistant United States attorney for the Southern District of New York, 2007-2017; staff, United States Representative Adam Schiff of California, 2019; staff, United States House of Representatives Permanent Select Committee on Intelligence, 2019-2020; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1976-1994 | Washington, D.C.
1994-1998 | New Haven, Conn.
1998-2005 | Stanford, Calif.
2005-2007 | (Unknown)
2007-2017 | Southern District of New York
2019 | California
2019-2020 | United States House of Representatives Permanent Select Committee on Intelligence
2023-present | Congress"
H001096,"A Representative from Wyoming; born in Wyoming, October 18, 1962; graduated from Lingle-Fort Laramie High School, Lingle, Wyo., 1981; attended Casper College, Casper, Wyo., 1981-1983; B.S., University of Wyoming, Laramie, Wyo., 1986; J.D., University of Wyoming, Laramie, Wyo., 1989; judicial clerk, United States Court of Appeals, Tenth Circuit; lawyer, private practice; adjunct professor, Central Michigan University, Mount Pleasant, Mich.; staff attorney, Wyoming state attorney general&rsquo;s office; Delegate, Republican National Convention, 2016, 2020; unsuccessful candidate for nomination for Governor of Wyoming in 2018; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1962-1981 | Wyoming
1981-1983 | Casper, Wyo.
1983-1986 | Laramie, Wyo.
1986-1989 | Laramie, Wyo.
1989-2022 | Private practice, Central Michigan University, Mount Pleasant, Mich., Wyoming state attorney general's office
2016, 2020 | Republican National Convention
2023-present | Congress"
H001093,"a Representative from Indiana; born in Indiana, September 24, 1976; graduated from Scottsburg Senior High School, Scottsburg, Ind., 1995; B.A., Indiana University, Bloomington, Ind.; M.A., George Washington University, Washington, D.C.; social worker; business owner; staff, United States Senator Dan Coats of Indiana, 2011-2014; member of the Indiana state senate, 2015-2022; unsuccessful candidate for nomination to the One Hundred Fifteenth Congress in 2016; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2021-present).","Time Period | Location
--- | ---
1976-1995 | Indiana
1995-1999 | Bloomington, Ind.
1999-2001 | Washington, D.C.
2001-2011 | (Unknown)
2011-2014 | Washington, D.C.
2015-2022 | Indiana
2021-present | Congress"
H001094,"a Representative from Oregon; born in Fairfield, Solano County, Calif., February 14, 1964; graduated from Merrimack High School, Merrimack, N.H.; attended Bunker Hill Community College, Boston, Mass.; B.A., Emmanuel College, Boston, Mass., 1992; sales representative; consultant; nonprofit executive; research fellow, Wayne Morse Center for Law and Politics, University of Oregon, Eugene, Oreg.; member of the Oregon state house of representatives, 2009-2017, majority leader, 2013-2015; commissioner of the Oregon state bureau of labor and industries, 2019-2023; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1964-1982 | Fairfield, Solano County, Calif.
1982-1984 | Merrimack, N.H.
1984-1986 | Boston, Mass.
1986-1992 | Boston, Mass.
1992-2021 | Various locations (sales representative, consultant, nonprofit executive)
2009-2017 | Oregon state house of representatives
2013-2015 | Oregon state house of representatives (majority leader)
2019-2023 | Oregon state bureau of labor and industries
2023-present | Congress"
H001095,"a Representative from Texas; born in Houston, Harris County, Tex., November 13, 1981; graduated from St. John&rsquo;s School, Houston, Tex., 2000; B.S. United States Military Academy, West Point, N.Y., 2004; M.P.A., Cornell University, Ithaca, N.Y., 2015; M.B.A., Cornell University, Ithaca, N.Y., 2015; M.I.L.R., Cornell University, Ithaca, N.Y., 2016; United States Army, 2004-2012; loan officer; human resources professional; unsuccessful candidate for election to the One Hundred Seventeenth Congress in 2020; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1981-2000 | Houston, Harris County, Tex.
2000-2004 | West Point, N.Y.
2004-2012 | United States Army
2012-2015 | Ithaca, N.Y.
2015-2016 | Ithaca, N.Y.
2016-2020 | Ithaca, N.Y.
2023-present | Congress"
I000058,"a Representative from Maryland; born in Chelsea, Suffolk County, Mass., February 27, 1961; graduated from Gar-Field High School, Woodbridge, Va., 1979; A.B., Princeton University, Princeton, N.J., 1983; J.D., Harvard University, Cambridge, Mass., 1986; lawyer, private practice; adjunct professor; staff, United States Representative John Conyers, Jr., of Michigan, 1987-1988; assistant United States attorney, United States Department of Justice, 1990-1994; staff, Senate Committee on Banking, Housing, and Urban Affairs, 1994-1996; staff, Special Committee to Investigate Whitewater Development Corporation and Related Matters, 1996; staff, United States Senator Thomas Andrew Daschle of South Dakota, 1996-1998; chair, Maryland Public Service Commission, 1998-2000; state&rsquo;s attorney, Prince George&rsquo;s County, Md., 2003-2011; Delegate, Democratic National Convention, 2004; adjunct professor; unsuccessful candidate for nomination to the One Hundred Fifteenth Congress in 2016; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1961-1979 | Chelsea, Suffolk County, Mass.
1979-1983 | Woodbridge, Va.
1983-1986 | Princeton, N.J.
1986-1990 | Cambridge, Mass.
1990-1994 | United States Department of Justice
1994-1996 | Senate Committee on Banking, Housing, and Urban Affairs
1996 | Special Committee to Investigate Whitewater Development Corporation and Related Matters
1996-1998 | United States Senator Thomas Andrew Daschle of South Dakota
1998-2000 | Maryland Public Service Commission
2003-2011 | Prince George's County, Md.
2023-present | Congress"
J000309,"a Representative from Illinois; born in Chicago, Cook County, Ill., January 7, 1966; graduated from Whitney M. Young Magnet High School, Chicago, Ill., 1984; B.S. North Carolina Agricultural and Technical University, Greensboro, NC, 1988; M.B.A., Northwestern University, Evanston, Ill., 1991; financial analyst; business owner; nonprofit spokesperson; professor, City Colleges of Chicago, Kennedy-King College, 2011-2013; professor, Chicago State University, 2013-2015; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1966-1984 | Chicago, Cook County, Ill.
1984-1988 | Greensboro, NC
1988-1991 | Evanston, Ill.
1991-2021 | Financial analyst and business owner
2011-2013 | City Colleges of Chicago, Kennedy-King College
2013-2015 | Chicago State University
2023-present | Congress"
J000308,"a Representative from North Carolina; born in Miami, Miami-Dade County, Fla., September 12, 1982; graduated from Chapel Hill High School, Chapel Hill, N.C., 2000; B.A., Emory University, Atlanta, Ga., 2004; M.A., Emory University, Atlanta, Ga., 2004, J.D., University of North Carolina, Chapel Hill, N.C., 2009; United States Army Reserve, 2002-2003; North Carolina Army National Guard, 2003-present, Operation Enduring Freedom in Afghanistan, 2005-2006; lawyer, private practice; assistant district attorney, office of the district attorney, Gaston County, N.C., 2011-2014; member of the North Carolina state senate, 2014-2022; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1982-2000 | Miami, Miami-Dade County, Fla.
2000-2004 | Chapel Hill, N.C.
2004-2009 | Atlanta, Ga.
2009-2011 | Chapel Hill, N.C.
2011-2014 | Gaston County, N.C.
2014-2022 | North Carolina state senate
2023-present | Congress"
J000307,"a Representative from Michigan; born in Southfield, Oakland County, Mich., June 8, 1981; graduated from Brother Rice High School, Bloomfield Township, Mich., 1999; B.S., United States Military Academy, West Point, N.Y., 2004; M.P.A., Pennsylvania State University, State College, Pa., 2014; M.B.A., University of Michigan, Ann Arbor, Mich., 2015; United States Army, 2004-2012; business executive; unsuccessful candidate for election to the United States Senate in 2018; unsuccessful candidate for election to the United States Senate in 2020; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1981-1999 | Southfield, Oakland County, Mich.
1999-2004 | West Point, N.Y.
2004-2012 | (United States Army)
2012-2014 | State College, Pa.
2014-2015 | Ann Arbor, Mich.
2015-2018 | (Business Executive)
2018-2020 | (Unsuccessful Candidate for U.S. Senate)
2020-2023 | (Unsuccessful Candidate for U.S. Senate)
2023-Present | Unknown (Assumed to be Washington D.C.)"
K000400,"a Representative from California; born in Chicago, Cook County, Ill., July 20, 1972; graduated from Saint Ignatius College Preparatory School, Chicago, Ill.; attended Compton College, Compton, Calif.; B.A., University of Southern California, Los Angeles, Calif., 1994; M.A., Carnegie Mellon University, Pittsburgh, Pa., 1996; nonprofit director; division manager; staff, California state assembly member Holly Mitchell, 2010-2013; staff, California state senator Holly Mitchell, 2013-2018; member of the California state assembly, 2018-2021; member of the California state senate, 2021-2022; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1972-1990 | Chicago, Cook County, Ill.
1990-1994 | Compton, Calif.
1994-1996 | Los Angeles, Calif.
1996-2010 | Pittsburgh, Pa.
2010-2013 | California
2013-2018 | California
2018-2021 | California
2021-2022 | California
2023-present | Congress"
K000398,"a Representative from New Jersey; born in Livingston, Essex County, N.J., September 5, 1968; graduated from the Pingry School, Martinsville, N.J., 1986; A.B., Dartmouth College, Hanover, N.H., 1990; M.A.L.D., Tufts University, Medford, Mass., 1997; staff, United States Environmental Protection Agency, 1991-1993; staff, United States Representative Robert Douglas Franks of New Jersey, 1993-1995; instructor, Tufts University, Medford, Mass.; consultant; member of the New Jersey state general assembly, 2001-2003; member of the New Jersey state senate, 2003-2022, minority whip, 2004-2007, minority leader; 2008-2022; unsuccessful candidate for nomination to the One Hundred Seventh Congress in 2000; unsuccessful candidate for election to the United States Senate in 2006; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1968-1986 | Livingston, Essex County, N.J.
1986-1990 | Hanover, N.H.
1990-1993 | (Unknown)
1993-1995 | New Jersey
1995-1997 | Medford, Mass.
1997-2001 | (Unknown)
2001-2003 | New Jersey
2003-2022 | New Jersey
2023-present | (Unknown)"
K000399,"a Representative from Virginia; born in Tampa, Hillsborough County, Fla., June 18, 1971; graduated from Bishop Moore Catholic High School, Orlando, Fla., 1989; B.A. Boston University, Boston, Mass., 1993; B.S., Old Dominion University, Norfolk, Va., 2011; M.S. Vanderbilt University, Nashville, Tenn., 2012; United States Navy; nurse practitioner; adjunct faculty; member of the Virginia state senate, 2020-2023; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023&ndash;present).","Time Period | Location
--- | ---
1971-1989 | Tampa, Hillsborough County, Fla.
1989-1993 | Orlando, Fla.
1993-2011 | Boston, Mass.
2011-2012 | Norfolk, Va.
2012-2023 | Nashville, Tenn.
2020-2023 | Virginia
2023-present | Congress"
K000401,"a Representative from California; born in Rocklin, Sacramento County, Calif., January 30, 1985; graduated from Granite Bay High School, Granite Bay, Calif., 2003; A.B., Harvard University, Cambridge, Mass., 2007; J.D., Yale University, New Haven, Conn., 2012; M.A., Loyola Marymount University, Los Angeles, Calif., 2009; lawyer, private practice; business owner; adjunct professor; deputy attorney general, Calif. state department of justice, 2015-2016; member of the California state assembly, 2016-2022; unsuccessful candidate for election for Governor of California in 2021; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1985-2003 | Rocklin, Sacramento County, Calif.
2003-2007 | Cambridge, Mass.
2007-2012 | New Haven, Conn.
2009-2015 | Los Angeles, Calif.
2015-2016 | Calif. state department of justice
2016-2022 | California state assembly
2023-present | Congress"
L000598,"a Representative from New York; born in Bay Shore, Suffolk County, N.Y., June 23, 1978; graduated from St. Anthony&rsquo;s High School, South Huntington, N.Y.; B.S., United States Naval Academy, Annapolis, Md., 2000; M.B.A., Hofstra University, Hempstead, N.Y., 2012; J.D., Hofstra University, Hempstead, N.Y., 2020; United States Navy, 2000-2007; stockbroker; staff, United States Representative Steve Israel, 2009-2010; staff, New York state senate; staff, New York state senator Phil Boyle, member of the village of Amityville, N.Y., board of trustees; commissioner, Suffolk County, N.Y., board of elections; staff, Suffolk County, N.Y. legislature; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1978-1996 | Bay Shore, Suffolk County, N.Y.
1996-2000 | Annapolis, Md.
2000-2007 | United States Navy
2007-2009 | (Unknown)
2009-2010 | Staff, United States Representative Steve Israel
2010-2022 | (Unknown)
2022-Present | Amityville, N.Y."
L000601,"a Representative from Ohio; born in Cincinnati, Hamilton County, Ohio, December 4, 1976; graduated from Talawanda High School, Oxford, Ohio, 1995; B.A., Ohio University, Athens, Ohio, 1999; M.A., Harvard University, Cambridge, Mass., 2004; teacher; director, Ohio office of faith-based and community initiatives; nonprofit executive; member of the Cincinnati, Ohio, city council, 2018-2022; elected as a Democrat to the One Hundred Eighteenth Congress (January 2023-present).","Time Period | Location
--- | ---
1976-1995 | Cincinnati, Hamilton County, Ohio
1995-1999 | Oxford, Ohio
1999-2004 | Cambridge, Mass.
2004-2018 | Various locations (teacher, director, nonprofit executive)
2018-2022 | Cincinnati, Ohio
2023-present | Congress"
L000600,"a Representative from New York; born in Jamestown, Chautauqua County, N.Y., February 27, 1981; graduated from Pine Valley Central School, South Dayton, N.Y., 1999; B.A., Niagara University, Lewiston, N.Y., 2003; political consultant; staff, United States Representative Thomas M. Reynolds of New York, 2003-2007; staff, United States Representative Christopher John Lee of New York, 2009-2010; chair, Erie County Republican Party, 2010-2019; staff, transition team for President-elect Donald J. Trump, 2016-2017; chair, New York republican state committee, 2019-2023; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1981-1999 | Jamestown, Chautauqua County, N.Y.
1999-2003 | South Dayton, N.Y.
2003-2007 | Lewiston, N.Y.
2007-2009 | (Unknown)
2009-2010 | New York
2010-2019 | Erie County, N.Y.
2016-2017 | (Unknown)
2019-2023 | New York
2023-present | Congress"
L000599,"a Representative from New York; born in Suffern, Rockland County, N.Y., September 9, 1986; graduated from Suffern High School, Suffern, N.Y., 2005; B.A., Manhattan College, New York City, N.Y., 2009; executive director, New York Republican State Committee; staff, Westchester County executive, 2015-2016; deputy supervisor, Orangetown, N.Y., 2018-2020; business owner; member of the New York state assembly, 2020-2023; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1986-2005 | Suffern, Rockland County, N.Y.
2005-2009 | New York City, N.Y.
2009-2015 | (Unknown)
2015-2016 | Westchester County, N.Y.
2018-2020 | Orangetown, N.Y.
2020-2023 | New York state assembly
2023-present | Congress"
L000597,"a Representative from Florida; born in 1974; B.A., University of Florida, Gainesville, Fla.; J.D., University of Florida, Gainesville, Fla., 1999; law clerk, United States District Court Judge James S. Moody Jr.; lawyer, private practice; assistant federal prosecutor, United States District Court for the Middle District of Florida; Hillsborough County, Fla., circuit court judge, 2013-2019; Florida secretary of state, 2019-2022; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1974-1999 | Gainesville, Fla.
1999-2000 | (Unknown)
2000-2002 | United States District Court (Unknown location)
2002-2013 | Private practice and assistant federal prosecutor, Middle District of Florida
2013-2019 | Hillsborough County, Fla.
2019-2022 | Florida
2023-present | Congress"
L000602,"a Representative from Pennsylvania; born in North Braddock, Allegheny County, Pa., November 26, 1987; graduated from Woodland Hills High School, Pittsburgh, Pa., 2005; B.A., Pennsylvania State University, University Park, Pa., 2009; J.D., Howard University, Washington, D.C., 2015; field manager; community organizer; intern, office of the attorney general, Washington, D.C., 2013; fellow, NAACP Legal Defense and Educational Fund, 2014; member of the Pennsylvania state house of representatives, 2018-2022; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1987-2005 | North Braddock, Allegheny County, Pa.
2005-2009 | University Park, Pa.
2009-2015 | Washington, D.C.
2013 | Washington, D.C. (internship)
2014 | NAACP Legal Defense and Educational Fund
2018-2022 | Pennsylvania state house of representatives
2023-present | Congress"
L000596,"a Representative from Florida; born in Santa Ana, Orange County, Calif., May 6, 1989; B.S., University of West Florida, Pensacola, Fla., 2018; United States Air Force, 2009-2014; Oregon Air National Guard, 2017-2018; non-profit executive; political commentator; unsuccessful candidate for election to the One Hundred Seventeenth Congress in 2020; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023&ndash;present).","Time Period | Location
--- | ---
1989-2009 | Santa Ana, Orange County, Calif.
2009-2014 | United States Air Force
2014-2017 | (Unknown)
2017-2018 | Oregon Air National Guard
2018-2020 | Pensacola, Fla.
2020-2023 | (Unknown)
2023-present | Florida"
L000603,"a Representative from Texas; born in Houston, Harris County, Tex., November 7, 1975; graduated from Willis High School, Willis, Tex.; B.S., Sam Houston State University, Huntsville, Tex., 2000; M.S., University of Texas at Dallas, Richardson, Tex., 2016; attended Harvard University, Cambridge Mass.; United States Navy, 2000-2014; nonprofit executive; business owner; adjunct professor, Sam Houston State University, Huntsville, Tex.; staff, United States Department of Energy, 2017-2019; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1975-1993 | Houston, Harris County, Tex.
1993-1997 | Willis, Tex.
1997-2000 | Huntsville, Tex.
2000-2014 | (United States Navy)
2014-2016 | Richardson, Tex.
2016-2017 | Cambridge, Mass.
2017-2019 | United States Department of Energy
2019-2023 | Huntsville, Tex.
2023-present | Congress"
M001223,"a Representative from Rhode Island; born in Bristol, Bristol County, R.I., July 22, 1983; graduated from Milton Academy, Milton, Mass., 2002; B.A., Brown University, Providence, R.I., 2006; M.B.A., Yale University, New Haven, Conn., 2010; teacher; investment professional; general treasurer, state of Rhode Island, 2015-2023; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1983-2002 | Bristol, Bristol County, R.I.
2002-2006 | Milton, Mass.
2006-2010 | Providence, R.I.
2010-2015 | New Haven, Conn.
2015-2023 | Rhode Island
2023-present | Congress"
M001218,"a Representative from Georgia; born in Las Vegas, Clark County, Nev., October 7, 1968; graduated from Central Catholic High School, Portland, Oreg., 1986; B.S., Oregon State University, Corvallis, Oreg., 1990; M.B.A., National University, San Diego, Calif.; M.D., Morehouse School of Medicine, Atlanta, Ga., 2010; United States Marine Corps, 1990-2006; instructor, Morehouse College, Atlanta, Ga.; instructor, Georgia Institute of Technology, Atlanta, Ga.; United States Navy, 2013-2017; physician; unsuccessful candidate for election to the One Hundred Seventeenth Congress in 2020; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1968-1986 | Las Vegas, Clark County, Nev.
1986-1990 | Portland, Oreg.
1990-2006 | United States Marine Corps
2010-2013 | Morehouse School of Medicine, Atlanta, Ga.
2013-2017 | United States Navy
2010-2021 | Atlanta, Ga.
2023-present | Congress"
M001220,"a Representative from Kentucky; born in Louisville, Jefferson County, Ky., December 23, 1979; graduated from duPont Manual High School, Louisville, Ky., 1998; B.A., University of Missouri, Columbia, Missouri, 2002; J.D., University of Kentucky, Lexington, Kentucky, 2007; staff, United States Representative A. B. (Ben) Chandler of Kentucky, 2004; staff, Office of the Attorney General, State of Kentucky; lawyer, private practice; member of the Kentucky state senate, 2013-2023; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1979-1998 | Louisville, Jefferson County, Ky.
1998-2002 | Columbia, Missouri
2002-2007 | Lexington, Kentucky
2004-2023 | Kentucky
2013-2023 | Kentucky
2023-present | Congress"
